class,class_name,ndvi_mean,ndvi_max,ndvi_min,ndvi_amplitude,greenness,wetness,brightness,temporal_1,temporal_2,temporal_3,temporal_4,temporal_5,temporal_6,temporal_7,temporal_8,temporal_9,temporal_10,temporal_11,temporal_12
0,Non-Crop,0.2426071459614874,0.25979909127171075,0.10986584841970365,0.1499332428520071,0.11560186404424366,0.06559945203362026,0.31161672243363986,0.24818797180549015,0.2867887285878281,0.2730631325214119,0.28197849914812717,0.27664441398768863,0.2540490964117431,0.19741216611060874,0.24407537822494446,0.22109592281511753,0.16325312012591536,0.18610001094480577,0.19248199294058438
0,Non-Crop,0.1684104976325554,0.26777639420895205,0.06996737821583597,0.19780901599311607,0.15142344384136117,0.10924145688620424,0.30929008254399953,0.14539062608410933,0.19989573492967896,0.19847127307457413,0.21245137196689257,0.20184123672925153,0.23537966852793196,0.17519655354079008,0.12971711766895638,0.14702127110922275,0.1,0.12464155579949357,0.1
0,Non-Crop,0.12772816832882905,0.2954376941646838,0.12751328233611145,0.16792441182857235,0.19394989415641892,0.13948273504276487,0.41957999576221705,0.1075464614715269,0.12003356098830145,0.18527572590589753,0.16684008442577258,0.1462594777228862,0.14003995021308474,0.11217312263819108,0.11287758459690848,0.10153049945769342,0.1,0.1,0.10755110799520418
0,Non-Crop,0.15376985928164089,0.16738035892876946,0.13631034258755936,0.031070016341210094,0.16232981268275581,0.08308980248526492,0.31271167005720474,0.13164315980152033,0.1538170037302376,0.2120939249699197,0.23076940918326005,0.1977945281913183,0.2037641244446792,0.16805858018558695,0.1233283028050574,0.12315764662641275,0.13565408472770543,0.10510712476628493,0.14978571611940142
0,Non-Crop,0.16413115275378243,0.15381286901161428,0.060789142699330445,0.09302372631228384,0.10314291856867343,0.11364104112637803,0.3628711962152653,0.18220180256629928,0.18848243630523556,0.19551637292070714,0.18410482466769842,0.1938108575211081,0.2089289856344048,0.16694392472254327,0.13805461548850698,0.1363199946188821,0.13841837992916814,0.12132727642175109,0.13514439439252626
0,Non-Crop,0.23388384977349666,0.2309013362873476,0.13074401551640624,0.10015732077094136,0.18960912999234933,0.08180034749718638,0.32201038490553535,0.2260416867108535,0.22858482774106442,0.281879804555183,0.28897970454729716,0.27945099024763,0.25911571431119157,0.21263243533548173,0.20793178193370848,0.18918943467756485,0.16896179850580945,0.18271192180701956,0.20668785063126785
0,Non-Crop,0.2054528438342767,0.2045444403568941,0.14717820827209604,0.05736623208479805,0.19624472949421112,0.07517822958253642,0.3994497011784771,0.18400220714556353,0.20957239717642304,0.24957334672566486,0.24667540755351913,0.2377340691268312,0.2354551971281026,0.22206392622594062,0.1827331095550179,0.1561185349166123,0.1481463735442242,0.16430304938485263,0.17002822455686564
0,Non-Crop,0.2008203321108818,0.2642429422993076,0.07376375439923996,0.19047918790006765,0.17282163486118596,0.08677831327192533,0.4264611661187159,0.2125574739868872,0.26860072155729153,0.22308315484866287,0.2393691268490291,0.2482782307539187,0.22067442623375563,0.17686306389255252,0.18465243022252134,0.14173413307096328,0.1614156748403306,0.13448563369304878,0.19654200393271298
0,Non-Crop,0.120628141621899,0.20115995265753878,0.06134735212405891,0.13981260053347988,0.1924693618278563,0.13773393533809808,0.3515883255430311,0.14150535384027216,0.15512838177880306,0.18997942135063595,0.22128614527748836,0.1596031938066052,0.1464344144851867,0.1,0.1269035253596908,0.10877595314179234,0.1,0.1,0.10969254128298161
0,Non-Crop,0.12424430711419207,0.2847831282790619,0.110642905965959,0.1741402223131029,0.10091970516166297,0.060147154286603215,0.43270035382161115,0.1615597973370872,0.15769224246263797,0.14249178641053392,0.18725012861707138,0.15021554505092974,0.16990960639423894,0.15447221909733352,0.1,0.1056717049336821,0.1,0.1,0.12690315048875142
0,Non-Crop,0.15515737045891503,0.1897803551522588,0.07439896433790835,0.11538139081435045,0.19730105547524457,0.08930977246667604,0.47840931103542267,0.1793450098726477,0.18988784746296508,0.2519193628805447,0.2069074283921567,0.17249413645656814,0.18439038454221668,0.14295305834058586,0.1571618090906955,0.11815684698291908,0.10353542823370386,0.10472850894812491,0.13468717053935023
0,Non-Crop,0.24454299656338793,0.277951418320104,0.07944488920695857,0.19850652911314542,0.13850977286019253,0.13511366715168568,0.3633844010312555,0.24882487144599202,0.2435994979193583,0.2900801643208064,0.3021240934881674,0.2723307191806494,0.27754110588749636,0.2527631713353013,0.20414442922229448,0.21385861900495717,0.20688218120749777,0.21825780769373657,0.23034202132556642
0,Non-Crop,0.14403877663967402,0.271404173321777,0.13101133946791807,0.14039283385385895,0.1867072318580104,0.14132405525564712,0.40226847977218755,0.17278590320634457,0.16815618102469682,0.21272995243951057,0.21367757817995897,0.1941495711444862,0.17748600228591827,0.12804346960946708,0.1,0.10949910783646437,0.1,0.1,0.1
0,Non-Crop,0.14298118781924266,0.23862498908535162,0.053050024993904946,0.1855749640914467,0.10373481887492145,0.1322600560659658,0.3720381282822526,0.1442667882011519,0.1453975691908667,0.17074866287443813,0.20644789212813888,0.173838726526184,0.17723396681607997,0.1509486250203123,0.11241001948264531,0.14801994484035275,0.10678306238234804,0.1,0.11143325783611162
0,Non-Crop,0.14062483768931114,0.2158457131058454,0.0578456381342266,0.1580000749716188,0.10253507434154575,0.1462648414677925,0.46719602410244115,0.12518845613417603,0.19782214923168437,0.1760134451066986,0.18414264888930218,0.19244504967933762,0.1383038987510185,0.16658847189405585,0.14841381341228763,0.1103306382331229,0.12477535153564609,0.1,0.14222213736582848
0,Non-Crop,0.15339590179768925,0.26367691656965536,0.05143934886297559,0.21223756770667979,0.11160726405069163,0.05460026420217528,0.308145760463794,0.16227229036061383,0.19285985979648612,0.17693084160652242,0.20208014400665597,0.13403542633759186,0.16283175617620127,0.1554005391728194,0.11090107677391126,0.14820400311092555,0.1,0.1,0.12073369706489148
